Bug 1,Bug 2,Carbon,1 on 2: Effect,1 on 2: 25th Percentile,1 on 2: 75th Percentile,1 on 2: Replicates,2 on 1: Effect,2 on 1: 25th Percentile,2 on 1: 75th Percentile,2 on 1: Replicates,Class,Type,Strength
PH,PR1,Fructose,-0.15410729,-0.442081493,-0.035654198,5,0.009685995,-0.026679591,0.069441678,7,Amensalism,-41.40356036,0.154411383
PH,PAr,Fructose,-1.220168264,-1.674766147,-0.904986596,8,-2.131585792,-2.220221628,-1.702724898,13,Competition,-74.78780495,2.456108423
PH,PR2,Fructose,-0.939059623,-1.014915309,-0.575572225,5,-2.693354757,-2.699712461,-1.868094701,7,Competition,-64.22151673,2.85236618
PH,PH,Fructose,-1.702228856,-1.759264656,-1.359670238,9,-1.702228856,-1.759264656,-1.359670238,9,Competition,-90,2.407315135
PH,PP,Fructose,-2.00476717,-2.157456592,-1.555203155,17,-0.700729656,-0.890086274,-0.627626092,10,Competition,-64.26613875,2.12370277
PP,PAl,Fructose,-0.031708955,-0.924103341,0.237915527,4,-1.459084771,-1.673281237,-0.891394399,17,Amensalism,-46.2449608,1.459429282
PP,PAg2,Fructose,0.05397006,-0.111587158,0.342630317,5,-1.087825057,-1.282406901,-0.887059606,3,Amensalism,-42.15972411,1.089163037
PP,PAg1,Fructose,-0.226732808,-0.317166373,0.026682856,5,-1.230320247,-1.53571769,-0.940605021,22,Amensalism,-55.44174827,1.25103784
PP,PAg3,Fructose,-0.473028788,-0.734302269,-0.228993288,11,-0.653508667,-1.04868679,-0.357301508,20,Competition,-80.89812491,0.806740238
PP,LA,Fructose,NaN,NaN,NaN,2,-0.622326083,-0.861078925,-0.200128935,20,Inconclusive,NaN,NaN
PP,EL,Fructose,-0.40620878,-0.526807078,-0.307539569,14,-1.368219501,-1.47114102,-1.02783824,15,Competition,-61.53555428,1.427245661
PP,RP2,Fructose,-0.40710612,-0.499059104,-0.284885071,10,-1.367961439,-1.535292481,-0.75808774,23,Competition,-61.57303584,1.427253969
PP,RP1,Fructose,-0.941695759,-1.129104525,-0.733227971,10,-0.202523482,-0.862046002,0.041786875,15,Amensalism,-57.13730511,0.963227212
PP,SF1,Fructose,0.06795797,-0.031704515,0.208691443,8,-0.82990777,-1.124902099,-0.485980397,12,Amensalism,-40.31871252,0.83268553
PP,BI,Fructose,-0.718628783,-1.01581028,-0.347591774,8,-0.429693735,-0.669866844,0.180704081,15,Amensalism,-75.87670586,0.837295667
PP,KA,Fructose,NaN,NaN,NaN,2,0.03149418,-0.496083672,0.203196781,15,Inconclusive,NaN,NaN
PP,CF,Fructose,-0.461701179,-0.599813975,-0.298254038,8,-0.483460771,-0.987641118,-0.036431194,13,Competition,-88.68116504,0.668507513
PP,EC,Fructose,-3.395757952,-3.640195405,-3.346013389,11,-0.144465879,-0.269197427,0.187920246,15,Amensalism,-47.43606788,3.398829572
PP,EA,Fructose,-0.302668043,-0.428987775,-0.14789964,9,-1.405436635,-1.55361494,-1.101129096,23,Competition,-57.15332931,1.437657845
PP,PK,Fructose,-1.093137371,-1.175361026,-0.878244116,21,-1.357040527,-1.539196771,-0.727568227,9,Competition,-83.85249953,1.742557977
PP,PR1,Fructose,-0.326725208,-0.47848143,-0.209434665,8,-1.456102421,-1.516373126,-1.249289838,14,Competition,-57.64675268,1.492308152
PP,PAr,Fructose,-0.699814281,-0.968539048,-0.592179867,18,-0.530975368,-0.802116149,-0.188436937,16,Competition,-82.18895575,0.878450266
PP,PR2,Fructose,-0.885866656,-0.962657263,-0.833193898,13,-2.845198354,-2.929381379,-2.680877186,11,Competition,-62.29423671,2.979918356
PP,PH,Fructose,-0.700729656,-0.890086274,-0.627626092,10,-2.00476717,-2.157456592,-1.555203155,17,Competition,-64.26613875,2.12370277
PP,PP,Fructose,-1.834050642,-1.936838799,-1.628043093,9,-1.834050642,-1.936838799,-1.628043093,9,Competition,-90,2.593739291
PAl,PAl,Galactose,0,-0.949969673,0.072658957,9,0,-0.949969673,0.072658957,9,Neutralism,NaN,0
PAl,PAg2,Galactose,0.239569925,0.017741065,0.297468917,10,0,-1.042535645,0,10,Commensalism,45,0.239569925
PAl,PAg1,Galactose,0.045790636,-0.171992025,0.233068506,5,0,-0.696115435,0.347027058,11,Neutralism,45,0.045790636
PAl,PAg3,Galactose,-0.67719509,-1.090680962,-0.48202583,9,0,-1.042535645,0,7,Amensalism,-45,0.67719509
PAl,LA,Galactose,-1.075259485,-1.128230011,-1.030755283,5,0.387135662,-0.427438482,0.613269976,9,Amensalism,-25.19913079,1.1428285
PAl,EL,Galactose,-1.381147134,-1.466034961,-1.336027664,13,0,-1.042535645,0,9,Amensalism,-45,1.381147134
PAl,RP2,Galactose,-0.870187176,-0.973190486,-0.77759421,20,0,-1.042535645,0,13,Amensalism,-45,0.870187176
PAl,RP1,Galactose,-0.993043767,-1.105958067,-0.883544142,23,0,-1.042535645,0,6,Amensalism,-45,0.993043767
PAl,SF1,Galactose,-1.09726513,-1.540660905,-0.841465546,8,0,-1.02262863,0,5,Amensalism,-45,1.09726513
PAl,BI,Galactose,-1.969875446,-2.04142663,-1.873415217,17,0,-1.042535645,0,13,Amensalism,-45,1.969875446
PAl,KA,Galactose,-1.987982679,-2.542857372,-1.682106981,6,0,-0.897447187,0.145088458,8,Amensalism,-45,1.987982679
PAl,CF,Galactose,-2.271081847,-3.166927507,-1.646122506,10,0,-1.042535645,0,6,Amensalism,-45,2.271081847
PAl,EC,Galactose,-4.936111042,-5.080727335,-4.85062806,13,0,-1.042535645,0,7,Amensalism,-45,4.936111042
PAl,EA,Galactose,-0.956684571,-1.067974417,-0.867657821,9,0.096800912,-0.153946296,0.873987736,13,Amensalism,-39.22226362,0.961569439
PAl,PK,Galactose,-1.347998603,-1.442718763,-1.289030233,10,0,-0.166487417,0.896972475,11,Amensalism,-45,1.347998603
PAl,PR1,Galactose,-0.746736877,-0.808163753,-0.676195837,16,0,-0.668699793,0.187644798,8,Amensalism,-45,0.746736877
PAl,PAr,Galactose,-0.975059893,-1.088477893,-0.805639952,13,0,-1.02262863,0,13,Amensalism,-45,0.975059893
PAl,PR2,Galactose,0.452805114,0.323797662,0.550032149,14,0,-1.02262863,0,5,Commensalism,45,0.452805114
PAl,PH,Galactose,-0.248106128,-0.697510834,0.123981272,4,NaN,NaN,NaN,2,Inconclusive,NaN,NaN
PAl,PP,Galactose,3.388245884,3.259421742,3.469035699,10,0,-1.02262863,0,6,Commensalism,45,3.388245884
PAg2,PAl,Galactose,0,-1.042535645,0,10,0.239569925,0.017741065,0.297468917,10,Commensalism,45,0.239569925
PAg2,PAg2,Galactose,-0.76140518,-0.895658627,-0.624545875,7,-0.76140518,-0.895658627,-0.624545875,7,Competition,-90,1.076789532
PAg2,PAg1,Galactose,0.206017679,-0.160329775,0.394974347,4,0.35150541,0.194723309,0.63446913,8,Commensalism,75.37461088,0.407430163
PAg2,PAg3,Galactose,-0.200652727,-0.471275223,-0.088301467,6,0.309606243,0.246641351,0.492704785,13,Parasitism,12.05312876,0.36894111
PAg2,LA,Galactose,-0.389582011,-0.458194334,-0.314225865,8,1.015361485,0.961347506,1.183560067,16,Parasitism,24.00879159,1.087535328
PAg2,EL,Galactose,-1.298421249,-1.377500746,-1.208256094,7,0.794913926,0.712906639,0.879361965,16,Parasitism,-13.52437579,1.52242763
PAg2,RP2,Galactose,-1.702254788,-1.875598757,-1.604967436,7,0.210745239,0.116141079,0.399691119,11,Parasitism,-37.9424887,1.715250687
PAg2,RP1,Galactose,-1.655722874,-1.76261566,-1.570112655,7,0.345111736,0.153643345,0.522762695,8,Parasitism,-33.22609064,1.691307289
PAg2,SF1,Galactose,-2.101473608,-2.26833235,-1.799729,11,0.224694009,0.128478677,0.274269634,12,Parasitism,-38.89700061,2.11345185
PAg2,BI,Galactose,-3.552363709,-3.755033373,-3.361051659,10,0.2131987,0.125695215,0.274556585,13,Parasitism,-41.56545556,3.558755626
PAg2,KA,Galactose,NaN,NaN,NaN,1,0.273226743,0.226628474,0.327571545,12,Inconclusive,NaN,NaN
PAg2,CF,Galactose,-2.822311119,-3.020175081,-2.219104152,4,-0.14485135,-0.187455719,0.230625331,11,Amensalism,-47.93805148,2.826025826
PAg2,EC,Galactose,NaN,NaN,NaN,2,-0.425557577,-0.701929238,-0.198269622,4,Inconclusive,NaN,NaN
PAg2,EA,Galactose,-1.802377513,-4.378589142,-0.69002531,5,1.129871566,0.881154331,1.325257253,10,Parasitism,-12.91728852,2.127245744
PAg2,PK,Galactose,-0.683541419,-0.729790936,-0.612320582,8,1.567201347,1.354653976,1.665184855,7,Parasitism,21.43537591,1.709780375
PAg2,PR1,Galactose,-0.578288495,-0.62696738,-0.468618353,10,0.35580876,0.27568176,0.479651277,10,Parasitism,-13.39688759,0.678982663
PAg2,PAr,Galactose,-0.891949172,-1.046885866,-0.72738862,12,1.458328817,1.385991497,1.561134221,10,Parasitism,13.54903572,1.709472511
PAg2,PR2,Galactose,-0.437316903,-0.560512483,-0.291476435,11,-0.274408328,-0.371376549,-0.114748051,6,Competition,-77.10751648,0.516280935
PAg2,PH,Galactose,-0.148390631,-3.659941121,0.180447899,5,1.3063322,1.280768394,1.448826096,8,Commensalism,38.51936028,1.314733279
PAg2,PP,Galactose,2.168611955,2.12084551,2.292763195,9,0.274382239,0.197143549,0.339923618,14,Mutualism,52.21099584,2.185901056
PAg1,PAl,Galactose,0,-0.696115435,0.347027058,11,0.045790636,-0.171992025,0.233068506,5,Neutralism,45,0.045790636
PAg1,PAg2,Galactose,0.35150541,0.194723309,0.63446913,8,0.206017679,-0.160329775,0.394974347,4,Commensalism,75.37461088,0.407430163
PAg1,PAg1,Galactose,-0.940942273,-1.186781607,-0.550562138,6,-0.940942273,-1.186781607,-0.550562138,6,Competition,-90,1.330693324
PAg1,PAg3,Galactose,-1.023194848,-1.082848069,-0.955165305,9,-0.767904913,-0.942334887,-0.54882014,9,Competition,-81.88812686,1.279298891
PAg1,LA,Galactose,-0.820967413,-0.9417357,-0.692252529,14,-0.418215138,-0.708629267,-0.067206318,8,Competition,-71.99508789,0.921353024
PAg1,EL,Galactose,-1.621943631,-1.677594076,-1.526570738,13,0.207250594,0.002005365,0.507530045,7,Parasitism,-37.7182533,1.635131173
PAg1,RP2,Galactose,-0.931127909,-0.986437326,-0.840480888,10,-1.16692971,-1.490484436,-0.837594627,6,Competition,-83.5874073,1.492891198
PAg1,RP1,Galactose,-1.200045832,-1.304401427,-1.05905417,15,-0.41241284,-0.644122591,-0.226711643,11,Competition,-63.96601332,1.268934336
PAg1,SF1,Galactose,-0.524277445,-0.673926072,-0.407986623,12,-0.176930385,-0.456349791,0.170953361,5,Amensalism,-63.64823858,0.55332739
PAg1,BI,Galactose,-1.566136763,-2.213002833,-1.074325914,15,-0.328750842,-0.459627016,-0.081273959,12,Competition,-56.85494792,1.600269189
PAg1,KA,Galactose,-1.820758337,-1.999042613,-1.679322711,3,-0.125364844,-0.325386118,0.091877867,14,Amensalism,-48.93877525,1.825069112
PAg1,CF,Galactose,-2.431851323,-2.538061954,-1.647887911,13,-0.060151853,-0.330592477,0.151949628,12,Amensalism,-46.41692244,2.432595138
PAg1,EC,Galactose,-5.807353625,-6.019397443,-5.603817999,10,NaN,NaN,NaN,2,Inconclusive,NaN,NaN
PAg1,EA,Galactose,-2.224154982,-2.336138547,-2.089256346,21,0.219365855,-0.020267633,0.434707671,6,Amensalism,-39.36720047,2.234946702
PAg1,PK,Galactose,-1.928618902,-1.982027612,-1.879112001,20,0.044606248,-0.173176413,0.244087571,5,Amensalism,-43.67506527,1.929134673
PAg1,PR1,Galactose,-1.354325434,-1.672635227,-1.286924333,11,-0.077862331,-0.24448195,0.144471333,8,Amensalism,-48.29040376,1.356561803
PAg1,PAr,Galactose,-1.313248799,-1.416569977,-1.201788124,20,0.110050898,-0.099092387,0.299364879,9,Amensalism,-40.20977762,1.317851892
PAg1,PR2,Galactose,-0.55643824,-0.719448995,-0.455865899,19,0.201038767,0.104286089,0.390585219,8,Parasitism,-25.13542797,0.591641869
PAg1,PH,Galactose,-1.772105726,-2.06301893,-1.316589946,7,0.401649151,0.215263404,0.60764251,6,Parasitism,-32.22962301,1.817052763
PAg1,PP,Galactose,3.858719314,3.835719767,3.903750285,22,0.011483788,-0.262991148,0.323382134,6,Commensalism,45.17051529,3.858736403
PAg3,PAl,Galactose,0,-1.042535645,0,7,-0.67719509,-1.090680962,-0.48202583,9,Amensalism,-45,0.67719509
PAg3,PAg2,Galactose,0.309606243,0.246641351,0.492704785,13,-0.200652727,-0.471275223,-0.088301467,6,Parasitism,12.05312876,0.36894111
PAg3,PAg1,Galactose,-0.767904913,-0.942334887,-0.54882014,9,-1.023194848,-1.082848069,-0.955165305,9,Competition,-81.88812686,1.279298891
PAg3,PAg3,Galactose,-0.97522281,-1.26455582,-0.447561912,8,-0.97522281,-1.26455582,-0.447561912,8,Competition,-90,1.379173325
PAg3,LA,Galactose,-1.175740041,-1.352071111,-1.029131185,15,-0.96109454,-1.080489862,-0.647498668,7,Competition,-84.26386776,1.51857412
PAg3,EL,Galactose,-1.206054711,-1.321135375,-1.141749555,16,-0.729180833,-0.860654582,-0.615051718,8,Competition,-76.15716324,1.409351855
PAg3,RP2,Galactose,-0.552675462,-0.698447441,0.043674598,7,-0.813145729,-0.888581273,-0.745494326,8,Amensalism,-79.20299772,0.983186728
PAg3,RP1,Galactose,-1.144911867,-1.238555152,-1.018347812,17,-1.106018031,-1.362126437,-0.926011166,6,Competition,-89.01008428,1.591885381
PAg3,SF1,Galactose,-1.03807331,-1.16566044,-0.870620713,12,-0.280689486,-0.377222607,-0.112926479,10,Competition,-60.13064927,1.0753524
PAg3,BI,Galactose,-2.099831354,-2.331824122,-1.984425426,17,-0.12840494,-0.232730142,-0.05313102,8,Competition,-48.49928649,2.10375368
PAg3,KA,Galactose,NaN,NaN,NaN,2,-0.274542485,-0.349089576,-0.193658243,12,Inconclusive,NaN,NaN
PAg3,CF,Galactose,-2.450720915,-2.59334417,-2.190956913,10,-0.410335648,-0.504051108,-0.249301523,11,Competition,-54.50513094,2.484835678
PAg3,EC,Galactose,-5.986142162,-6.161164726,-5.780505172,21,-0.017206968,-0.178410591,0.118674012,14,Amensalism,-45.16469438,5.986166892
PAg3,EA,Galactose,-2.882167004,-3.350327305,-2.683897525,15,0.155073377,-0.083171963,0.373779055,9,Amensalism,-41.92020239,2.886335807
PAg3,PK,Galactose,-1.923001254,-2.1146304,-1.796079982,14,-0.289790753,-0.490807338,-0.127454878,18,Competition,-53.56982479,1.94471399
PAg3,PR1,Galactose,-0.884108694,-1.169565222,-0.797709181,11,-0.356147282,-0.694075713,-0.219041967,9,Competition,-66.94115392,0.953146929
PAg3,PAr,Galactose,-1.171649993,-1.272275071,-1.093822546,17,-0.851346992,-1.278862721,-0.756301256,11,Competition,-81.00299072,1.448293964
PAg3,PR2,Galactose,-0.518212205,-0.641459431,-0.368515318,20,-0.176943922,-0.41731186,0.012219484,12,Amensalism,-63.85250647,0.547588387
PAg3,PH,Galactose,-0.733858732,-1.027324812,-0.410170519,5,-0.231563481,-0.298176767,-0.139772402,11,Competition,-62.51269026,0.769526013
PAg3,PP,Galactose,3.823094744,3.662068706,4.084617325,25,-0.432949754,-0.521972144,-0.324926718,14,Parasitism,38.53901474,3.847531535
LA,PAl,Galactose,0.387135662,-0.427438482,0.613269976,9,-1.075259485,-1.128230011,-1.030755283,5,Amensalism,-25.19913079,1.1428285
LA,PAg2,Galactose,1.015361485,0.961347506,1.183560067,16,-0.389582011,-0.458194334,-0.314225865,8,Parasitism,24.00879159,1.087535328
LA,PAg1,Galactose,-0.418215138,-0.708629267,-0.067206318,8,-0.820967413,-0.9417357,-0.692252529,14,Competition,-71.99508789,0.921353024
LA,PAg3,Galactose,-0.96109454,-1.080489862,-0.647498668,7,-1.175740041,-1.352071111,-1.029131185,15,Competition,-84.26386776,1.51857412
LA,LA,Galactose,-0.676481944,-0.767356027,-0.425962521,5,-0.676481944,-0.767356027,-0.425962521,5,Competition,-90,0.95668994
LA,EL,Galactose,-0.704359141,-0.791743923,-0.64278041,11,-0.749243471,-0.802064328,-0.688659277,7,Competition,-88.23138332,1.02834215
LA,RP2,Galactose,-0.039091328,-0.114763767,0.06723744,9,-1.241242406,-1.309729988,-1.208347315,10,Amensalism,-46.8038604,1.241857819
LA,RP1,Galactose,-0.074585498,-0.180261882,0.041755171,10,NaN,NaN,NaN,2,Inconclusive,NaN,NaN
LA,SF1,Galactose,-0.427643683,-0.55030101,-0.173569171,9,-0.413500594,-0.543436942,-0.310268509,6,Competition,-89.03671345,0.594862893
LA,BI,Galactose,-1.291142014,-1.519735871,-1.096449683,19,-0.729795809,-0.823259227,-0.627340334,8,Competition,-74.47655787,1.48312158
LA,KA,Galactose,-0.901557571,-1.021658466,-0.714930259,8,-0.732040052,-0.821719361,-0.62519237,8,Competition,-84.07565268,1.16133057
LA,CF,Galactose,-0.634177902,-0.848548284,-0.39166054,10,-0.812833545,-0.86696438,-0.772645149,8,Competition,-82.96158128,1.030960709
LA,EC,Galactose,-4.273957698,-4.498613257,-4.209686554,3,0.027634235,-0.132017249,0.17602471,7,Amensalism,-44.62954641,4.274047035
LA,EA,Galactose,-1.563250775,-1.695165708,-1.406395369,20,-0.103142785,-0.138401122,-0.042047707,5,Competition,-48.77488575,1.566649744
LA,PK,Galactose,-1.914751988,-1.995470603,-1.80898602,10,-0.389985943,-0.437926511,-0.33651694,9,Competition,-56.51221852,1.954063513
LA,PR1,Galactose,-0.933691589,-1.012576414,-0.894225893,11,-1.175789869,-1.272167555,-0.991440946,4,Competition,-83.45299513,1.501419928
LA,PAr,Galactose,-1.070593093,-1.127010699,-1.009444327,17,-0.561840077,-0.656433069,-0.501408783,11,Competition,-72.6901877,1.209063208
LA,PR2,Galactose,-1.057505092,-1.258179015,-0.694999905,8,-0.348017491,-0.421527452,-0.202571119,9,Competition,-63.21601193,1.11329834
LA,PH,Galactose,-0.836720183,-1.030970952,-0.737504872,3,-0.53317048,-0.600963766,-0.483593373,11,Competition,-77.5058901,0.99215494
LA,PP,Galactose,4.132888908,4.051308988,4.142217665,13,-0.595891254,-0.710014623,-0.497443347,8,Parasitism,36.7954793,4.175626554
EL,PAl,Galactose,0,-1.042535645,0,9,-1.381147134,-1.466034961,-1.336027664,13,Amensalism,-45,1.381147134
EL,PAg2,Galactose,0.794913926,0.712906639,0.879361965,16,-1.298421249,-1.377500746,-1.208256094,7,Parasitism,-13.52437579,1.52242763
EL,PAg1,Galactose,0.207250594,0.002005365,0.507530045,7,-1.621943631,-1.677594076,-1.526570738,13,Parasitism,-37.7182533,1.635131173
EL,PAg3,Galactose,-0.729180833,-0.860654582,-0.615051718,8,-1.206054711,-1.321135375,-1.141749555,16,Competition,-76.15716324,1.409351855
EL,LA,Galactose,-0.749243471,-0.802064328,-0.688659277,7,-0.704359141,-0.791743923,-0.64278041,11,Competition,-88.23138332,1.02834215
EL,EL,Galactose,-0.57593134,-0.681743876,-0.494646838,18,-0.57593134,-0.681743876,-0.494646838,18,Competition,-90,0.814489912
EL,RP2,Galactose,-0.176159654,-0.265271287,-0.125942311,9,-1.580697849,-1.621057167,-1.516804078,13,Competition,-51.35904457,1.590483547
EL,RP1,Galactose,-0.099134284,-0.15332643,0.003424216,15,-1.436906287,-1.649093389,-1.290482279,8,Amensalism,-48.94666644,1.440321938
EL,SF1,Galactose,-0.557464653,-0.692250196,-0.320125891,8,-0.910026033,-1.004485988,-0.826083978,14,Competition,-76.49084391,1.067199241
EL,BI,Galactose,-0.677847001,-0.771929623,-0.568295264,12,-0.782848656,-0.836704049,-0.728245867,10,Competition,-85.88838302,1.035532991
EL,KA,Galactose,-0.671709553,-0.786700214,-0.515404795,11,-1.064770861,-1.147228858,-0.918536657,15,Competition,-77.24573421,1.258940312
EL,CF,Galactose,-0.6970109,-1.099587872,-0.508490676,6,-0.856642818,-0.916930491,-0.720120976,11,Competition,-84.13366534,1.104382684
EL,EC,Galactose,-3.856142335,-3.939933811,-3.765899525,14,-0.029694698,-0.101245597,0.007541988,11,Amensalism,-45.44120447,3.856256668
EL,EA,Galactose,-1.246906504,-1.363678964,-1.135769671,21,-0.763964293,-0.848133688,-0.6671824,15,Competition,-76.49528973,1.462332818
EL,PK,Galactose,-1.889264393,-2.035839622,-1.749532685,14,-0.851266238,-0.939107092,-0.775206639,12,Competition,-69.2554122,2.072190665
EL,PR1,Galactose,-1.611680978,-1.747629542,-1.493678534,15,-0.818552519,-0.908224772,-0.750134371,14,Competition,-71.92544279,1.807634864
EL,PAr,Galactose,-1.433232079,-1.528516936,-1.318595129,23,-1.074605778,-1.293947586,-0.902893901,16,Competition,-81.86175353,1.791349148
EL,PR2,Galactose,-0.767924478,-0.892867847,-0.643664288,8,-0.216528471,-0.331979369,-0.125818949,13,Competition,-60.74663889,0.797867522
EL,PH,Galactose,-0.817940285,-1.074143578,-0.647103326,8,-0.60591159,-0.684432748,-0.536050221,9,Competition,-81.53020765,1.017917072
EL,PP,Galactose,4.38807573,4.080785327,4.38807573,13,-0.789932974,-0.869092315,-0.705923782,15,Parasitism,34.79502281,4.458609953
RP2,PAl,Galactose,0,-1.042535645,0,13,-0.870187176,-0.973190486,-0.77759421,20,Amensalism,-45,0.870187176
RP2,PAg2,Galactose,0.210745239,0.116141079,0.399691119,11,-1.702254788,-1.875598757,-1.604967436,7,Parasitism,-37.9424887,1.715250687
RP2,PAg1,Galactose,-1.16692971,-1.490484436,-0.837594627,6,-0.931127909,-0.986437326,-0.840480888,10,Competition,-83.5874073,1.492891198
RP2,PAg3,Galactose,-0.813145729,-0.888581273,-0.745494326,8,-0.552675462,-0.698447441,0.043674598,7,Amensalism,-79.20299772,0.983186728
RP2,LA,Galactose,-1.241242406,-1.309729988,-1.208347315,10,-0.039091328,-0.114763767,0.06723744,9,Amensalism,-46.8038604,1.241857819
RP2,EL,Galactose,-1.580697849,-1.621057167,-1.516804078,13,-0.176159654,-0.265271287,-0.125942311,9,Competition,-51.35904457,1.590483547
RP2,RP2,Galactose,-1.060714704,-1.200028562,-0.965527962,12,-1.060714704,-1.200028562,-0.965527962,12,Competition,-90,1.500077121
RP2,RP1,Galactose,-0.796841837,-0.953584139,-0.643459125,8,-0.895150803,-0.967430457,-0.825093726,10,Competition,-86.6747118,1.198437263
RP2,SF1,Galactose,-0.734118232,-0.850284713,-0.567832265,8,-0.272392132,-0.360131496,-0.178862924,5,Competition,-65.35720466,0.783024298
RP2,BI,Galactose,-1.36049669,-1.41401942,-1.27818192,25,-0.243147819,-0.33165037,-0.144820729,19,Competition,-55.1329148,1.382053582
RP2,KA,Galactose,-1.333930982,-1.473059189,-1.264505597,6,-0.165447007,-0.254781144,-0.103814253,10,Competition,-52.07026882,1.344151991
RP2,CF,Galactose,-1.739925193,-1.807280364,-1.404518999,18,-0.270269919,-0.347558727,-0.183030724,19,Competition,-53.82943206,1.760791159
RP2,EC,Galactose,-4.80936217,-4.976912614,-4.718554973,17,-0.000192558,-0.07763705,0.069040297,4,Amensalism,-45.00229401,4.809362174
RP2,EA,Galactose,-1.233665304,-1.371350749,-1.130778107,7,-0.38897467,-0.441600051,-0.305658674,8,Competition,-62.5000631,1.293534451
RP2,PK,Galactose,-0.722556996,-0.848839442,-0.603076789,20,-1.172034339,-1.242769631,-1.075916216,8,Competition,-76.6537552,1.376863502
RP2,PR1,Galactose,-1.374367202,-1.420402274,-1.309740359,17,-1.151873447,-1.2245441,-1.038900422,8,Competition,-84.96677234,1.793236639
RP2,PAr,Galactose,-1.19503683,-1.290739996,-1.088397918,21,-0.974717619,-1.027539068,-0.841781959,9,Competition,-84.20199709,1.542137303
RP2,PR2,Galactose,-0.625985458,-0.731988269,-0.515855813,21,-1.099158668,-1.218115877,-0.966515361,9,Competition,-74.66208739,1.264914057
RP2,PH,Galactose,-0.498524256,-0.824816392,-0.16052587,4,-0.410467559,-0.492834048,-0.178641634,5,Competition,-84.46685541,0.645763154
RP2,PP,Galactose,1.795411821,1.717779274,1.831187094,9,-1.109649989,-1.188011791,-1.010331022,11,Parasitism,13.28196075,2.11064604
RP1,PAl,Galactose,0,-1.042535645,0,6,-0.993043767,-1.105958067,-0.883544142,23,Amensalism,-45,0.993043767
RP1,PAg2,Galactose,0.345111736,0.153643345,0.522762695,8,-1.655722874,-1.76261566,-1.570112655,7,Parasitism,-33.22609064,1.691307289
RP1,PAg1,Galactose,-0.41241284,-0.644122591,-0.226711643,11,-1.200045832,-1.304401427,-1.05905417,15,Competition,-63.96601332,1.268934336
RP1,PAg3,Galactose,-1.106018031,-1.362126437,-0.926011166,6,-1.144911867,-1.238555152,-1.018347812,17,Competition,-89.01008428,1.591885381
RP1,LA,Galactose,NaN,NaN,NaN,2,-0.074585498,-0.180261882,0.041755171,10,Inconclusive,NaN,NaN
RP1,EL,Galactose,-1.436906287,-1.649093389,-1.290482279,8,-0.099134284,-0.15332643,0.003424216,15,Amensalism,-48.94666644,1.440321938
RP1,RP2,Galactose,-0.895150803,-0.967430457,-0.825093726,10,-0.796841837,-0.953584139,-0.643459125,8,Competition,-86.6747118,1.198437263
RP1,RP1,Galactose,-0.950967032,-1.143467445,-0.823077207,10,-0.950967032,-1.143467445,-0.823077207,10,Competition,-90,1.344870474
RP1,SF1,Galactose,-0.301904474,-0.55147237,-0.138817127,7,-0.101150731,-0.176330084,-0.021065926,10,Competition,-63.52302202,0.318398778
RP1,BI,Galactose,-1.560528082,-1.629182834,-1.464458183,22,-0.156277739,-0.296342185,-0.048164196,19,Competition,-50.71876974,1.56833371
RP1,KA,Galactose,-1.552249932,-1.655746476,-1.461604049,5,-0.033545547,-0.143747901,0.072490617,10,Amensalism,-46.23802172,1.552612365
RP1,CF,Galactose,-1.958522832,-2.516395666,-1.719910604,13,-0.245143854,-0.294511079,-0.142171689,18,Competition,-52.13447845,1.973805257
RP1,EC,Galactose,-4.753754573,-4.90052064,-4.632906315,12,0.014666155,-0.067657566,0.110152914,18,Amensalism,-44.82323317,4.753777197
RP1,EA,Galactose,-1.007381942,-1.151305839,-0.853861825,10,-0.656414366,-0.776964291,-0.558519056,8,Competition,-78.08843698,1.202371904
RP1,PK,Galactose,-0.900888131,-1.137591824,-0.7199598,10,-1.366020627,-1.468782984,-1.258995919,14,Competition,-78.40477898,1.636340973
RP1,PR1,Galactose,-1.424511337,-1.52537683,-1.355331476,11,-0.967380264,-1.027607519,-0.885352252,15,Competition,-79.1802778,1.721934123
RP1,PAr,Galactose,-1.017711054,-1.122506422,-0.941496203,13,-0.97854368,-1.109287369,-0.865443716,8,Competition,-88.87597646,1.411836933
RP1,PR2,Galactose,-0.624359108,-0.771813354,-0.448031211,8,-1.777240655,-1.935488128,-1.658291371,16,Competition,-64.35679036,1.883722018
RP1,PH,Galactose,-0.553100643,-0.725376808,-0.301978577,9,-0.572996734,-0.698350377,-0.430515493,10,Competition,-88.98779316,0.796395365
RP1,PP,Galactose,2.895162296,1.8115687,4.244829824,8,-1.580466267,-1.663254801,-1.496054821,10,Parasitism,16.36991684,3.298459996
SF1,PAl,Galactose,0,-1.02262863,0,5,-1.09726513,-1.540660905,-0.841465546,8,Amensalism,-45,1.09726513
SF1,PAg2,Galactose,0.224694009,0.128478677,0.274269634,12,-2.101473608,-2.26833235,-1.799729,11,Parasitism,-38.89700061,2.11345185
SF1,PAg1,Galactose,-0.176930385,-0.456349791,0.170953361,5,-0.524277445,-0.673926072,-0.407986623,12,Amensalism,-63.64823858,0.55332739
SF1,PAg3,Galactose,-0.280689486,-0.377222607,-0.112926479,10,-1.03807331,-1.16566044,-0.870620713,12,Competition,-60.13064927,1.0753524
